,Sensor,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm,data_date
51,Lincoln-Swanston (W),27.0,19.0,8.0,7.0,2.0,10.0,63.0,117.0,365.0,405.0,305.0,409.0,490.0,515.0,468.0,475.0,510.0,704.0,526.0,289.0,264.0,178.0,110.0,67.0,13-08-2019
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
53,Lonsdale St - Elizabeth St (North),18.0,,4.0,11.0,7.0,15.0,103.0,140.0,419.0,327.0,424.0,484.0,690.0,841.0,600.0,609.0,658.0,847.0,602.0,468.0,315.0,244.0,147.0,115.0,13-08-2019
54,Bourke St Bridge,12.0,5.0,3.0,3.0,8.0,111.0,535.0,2404.0,4908.0,3227.0,1136.0,1037.0,2348.0,1870.0,1242.0,1364.0,2956.0,4167.0,1680.0,564.0,287.0,142.0,107.0,47.0,13-08-2019
55,Bourke St - Spencer St (North),71.0,31.0,28.0,20.0,29.0,126.0,385.0,1238.0,2495.0,1648.0,1175.0,1047.0,1606.0,1618.0,1291.0,1294.0,2006.0,2645.0,1511.0,713.0,526.0,407.0,255.0,195.0,13-08-2019
56,RMIT Bld 80 - 445 Swanston Street,8.0,7.0,2.0,3.0,3.0,3.0,14.0,86.0,472.0,376.0,542.0,538.0,831.0,694.0,822.0,430.0,587.0,393.0,56.0,33.0,27.0,21.0,16.0,10.0,13-08-2019
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,859.0,1823.0,1446.0,2723.0,2841.0,2889.0,2839.0,1679.0,3843.0,3029.0,1940.0,1660.0,1231.0,473.0,164.0,13-08-2019
58,RMIT Building 14,122.0,37.0,41.0,72.0,60.0,35.0,133.0,358.0,1039.0,891.0,1131.0,1294.0,1764.0,1590.0,1620.0,1526.0,1695.0,1490.0,1479.0,1080.0,845.0,595.0,265.0,164.0,13-08-2019
59,380 Elizabeth St,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
61,231 Bourke St,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
62,Royal Pde - Grattan St,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
63,Swanston St - City Square,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
64,State Library - New,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
65,Flinders Ln - Degraves St (South),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
66,Flinders Ln - Degraves St (North),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
67,Flinders Ln - Degraves St (Crossing),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,13-08-2019
76,Total,2558.0,1383.0,837.0,852.0,772.0,2800.0,9982.0,26961.0,56278.0,42301.0,34891.0,40815.0,63904.0,64346.0,53498.0,52997.0,63312.0,85830.0,59839.0,36927.0,29583.0,23263.0,13685.0,6816.0,13-08-2019
0,Bourke Street Mall (North),83.0,51.0,27.0,13.0,9.0,33.0,146.0,334.0,1044.0,1062.0,1463.0,1955.0,3171.0,3650.0,2837.0,2665.0,3015.0,3400.0,2719.0,1505.0,912.0,558.0,325.0,158.0,14-08-2019
1,Bourke Street Mall (South),24.0,22.0,13.0,14.0,5.0,20.0,63.0,253.0,615.0,654.0,995.0,1457.0,2525.0,2832.0,2127.0,1929.0,2180.0,2035.0,1500.0,739.0,365.0,242.0,129.0,68.0,14-08-2019
2,Melbourne Central,220.0,123.0,53.0,42.0,18.0,120.0,164.0,386.0,759.0,839.0,1201.0,1410.0,2526.0,2534.0,2195.0,2166.0,2313.0,2893.0,2749.0,2660.0,2265.0,1566.0,983.0,532.0,14-08-2019
3,Town Hall (West),86.0,44.0,23.0,22.0,25.0,79.0,246.0,535.0,1030.0,1215.0,1590.0,2051.0,3059.0,3234.0,2705.0,2784.0,2958.0,3383.0,2604.0,1604.0,1395.0,1026.0,485.0,235.0,14-08-2019
4,Princes Bridge,113.0,86.0,27.0,62.0,47.0,128.0,371.0,996.0,1910.0,1430.0,1469.0,1675.0,2015.0,1993.0,1606.0,2276.0,2166.0,3185.0,2155.0,1282.0,989.0,842.0,721.0,215.0,14-08-2019
5,Flinders Street Station Underpass,119.0,69.0,23.0,26.0,43.0,238.0,1060.0,1932.0,3996.0,2218.0,1200.0,1258.0,2023.0,2153.0,1824.0,2144.0,2989.0,5018.0,2849.0,1696.0,1218.0,1003.0,707.0,429.0,14-08-2019
6,Birrarung Marr,7.0,5.0,6.0,4.0,6.0,29.0,133.0,411.0,644.0,249.0,153.0,129.0,275.0,227.0,211.0,178.0,231.0,533.0,377.0,153.0,93.0,75.0,30.0,10.0,14-08-2019
7,Webb Bridge,5.0,7.0,3.0,,2.0,30.0,111.0,314.0,493.0,273.0,182.0,232.0,603.0,485.0,268.0,233.0,337.0,619.0,358.0,149.0,128.0,129.0,48.0,27.0,14-08-2019
8,Southern Cross Station,12.0,8.0,4.0,5.0,5.0,95.0,522.0,2312.0,4046.0,3071.0,941.0,765.0,1524.0,1351.0,869.0,1454.0,3065.0,4172.0,1852.0,519.0,259.0,123.0,96.0,50.0,14-08-2019
9,Victoria Point,3.0,3.0,4.0,6.0,8.0,37.0,110.0,359.0,675.0,550.0,341.0,318.0,497.0,469.0,343.0,405.0,670.0,915.0,422.0,173.0,123.0,63.0,42.0,21.0,14-08-2019
10,Waterfront City,5.0,1.0,1.0,1.0,5.0,2.0,9.0,21.0,51.0,22.0,22.0,39.0,103.0,97.0,50.0,39.0,59.0,89.0,79.0,66.0,75.0,36.0,13.0,14.0,14-08-2019
11,New Quay,9.0,4.0,4.0,2.0,3.0,16.0,42.0,169.0,341.0,194.0,143.0,196.0,426.0,396.0,162.0,193.0,243.0,402.0,390.0,292.0,293.0,145.0,77.0,36.0,14-08-2019
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
13,Sandridge Bridge,64.0,38.0,15.0,3.0,27.0,98.0,283.0,695.0,1428.0,830.0,398.0,504.0,615.0,820.0,625.0,746.0,1111.0,1970.0,1026.0,493.0,399.0,269.0,197.0,175.0,14-08-2019
14,State Library,67.0,47.0,37.0,21.0,10.0,34.0,98.0,360.0,761.0,800.0,876.0,1076.0,1856.0,1797.0,1734.0,1787.0,2064.0,2468.0,1963.0,1677.0,1405.0,920.0,533.0,208.0,14-08-2019
15,Collins St (North),36.0,22.0,5.0,4.0,13.0,34.0,142.0,462.0,957.0,936.0,1063.0,1323.0,2180.0,2146.0,1574.0,1483.0,1464.0,1501.0,981.0,527.0,422.0,271.0,170.0,94.0,14-08-2019
16,Collins Place (South),32.0,21.0,9.0,5.0,13.0,101.0,261.0,868.0,2025.0,1600.0,983.0,813.0,1714.0,1558.0,997.0,1068.0,777.0,1330.0,780.0,308.0,394.0,153.0,207.0,72.0,14-08-2019
17,Collins Place (North),9.0,10.0,7.0,2.0,5.0,42.0,174.0,765.0,1481.0,1089.0,577.0,381.0,628.0,710.0,631.0,685.0,1124.0,1713.0,838.0,317.0,189.0,86.0,92.0,42.0,14-08-2019
18,Chinatown-Swanston St (North),84.0,40.0,54.0,27.0,10.0,8.0,39.0,95.0,251.0,178.0,422.0,532.0,1042.0,1053.0,840.0,831.0,720.0,997.0,1194.0,1022.0,839.0,537.0,363.0,171.0,14-08-2019
19,Chinatown-Lt Bourke St (South),68.0,50.0,23.0,46.0,21.0,18.0,28.0,117.0,201.0,260.0,327.0,456.0,990.0,909.0,658.0,664.0,615.0,800.0,1245.0,1102.0,801.0,612.0,400.0,155.0,14-08-2019
20,Bourke St-Russell St (West),184.0,129.0,89.0,47.0,34.0,42.0,93.0,158.0,444.0,415.0,525.0,661.0,1565.0,1604.0,1022.0,1040.0,1061.0,1321.0,1293.0,1221.0,1018.0,711.0,604.0,285.0,14-08-2019
21,Flinders St-Elizabeth St (East),279.0,126.0,96.0,66.0,74.0,139.0,774.0,1662.0,2818.0,2153.0,1753.0,2081.0,3006.0,3371.0,2872.0,3169.0,3729.0,4927.0,3794.0,2640.0,2277.0,1668.0,1314.0,702.0,14-08-2019
22,Spencer St-Collins St (South),41.0,26.0,36.0,25.0,4.0,65.0,252.0,729.0,1549.0,966.0,598.0,573.0,1070.0,981.0,710.0,629.0,836.0,1221.0,643.0,305.0,262.0,187.0,154.0,64.0,14-08-2019
23,Spencer St-Collins St (North),115.0,35.0,23.0,10.0,36.0,361.0,1180.0,2589.0,4624.0,3183.0,1906.0,1873.0,2626.0,2484.0,2288.0,2767.0,3983.0,5040.0,2885.0,1587.0,1008.0,978.0,549.0,297.0,14-08-2019
24,Melbourne Convention Exhibition Centre,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
25,QV Market-Elizabeth St (West),128.0,89.0,52.0,29.0,40.0,43.0,92.0,359.0,1288.0,1126.0,1135.0,1323.0,2020.0,1954.0,1668.0,1559.0,1949.0,2957.0,2874.0,2203.0,1508.0,973.0,520.0,218.0,14-08-2019
26,QV Market-Peel St,15.0,11.0,5.0,2.0,5.0,8.0,31.0,91.0,184.0,187.0,153.0,192.0,222.0,255.0,237.0,191.0,202.0,303.0,291.0,351.0,312.0,204.0,169.0,42.0,14-08-2019
27,The Arts Centre,47.0,32.0,19.0,50.0,44.0,126.0,319.0,926.0,1750.0,1260.0,1135.0,1492.0,2080.0,1620.0,1310.0,1922.0,1815.0,2471.0,1561.0,1128.0,499.0,453.0,547.0,124.0,14-08-2019
28,St Kilda Rd-Alexandra Gardens,21.0,24.0,4.0,10.0,8.0,26.0,92.0,221.0,409.0,243.0,377.0,442.0,600.0,700.0,624.0,587.0,534.0,759.0,498.0,259.0,218.0,108.0,83.0,41.0,14-08-2019
29,Lonsdale St (South),112.0,125.0,33.0,50.0,22.0,22.0,85.0,236.0,399.0,227.0,48.0,25.0,44.0,40.0,34.0,647.0,799.0,999.0,1063.0,1025.0,789.0,774.0,551.0,291.0,14-08-2019
30,Lygon St (West),27.0,8.0,7.0,6.0,16.0,16.0,46.0,84.0,195.0,194.0,175.0,240.0,392.0,316.0,250.0,224.0,263.0,306.0,396.0,446.0,447.0,403.0,276.0,93.0,14-08-2019
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
32,Flinders St-Spring St (West),4.0,6.0,4.0,1.0,4.0,22.0,96.0,227.0,502.0,478.0,203.0,284.0,405.0,370.0,303.0,281.0,426.0,587.0,346.0,151.0,98.0,70.0,68.0,27.0,14-08-2019
33,Flinders St-Spark La,18.0,14.0,6.0,7.0,3.0,34.0,50.0,135.0,377.0,229.0,194.0,296.0,372.0,369.0,253.0,248.0,240.0,369.0,244.0,155.0,102.0,79.0,58.0,34.0,14-08-2019
34,Southbank,84.0,48.0,23.0,9.0,15.0,121.0,746.0,1033.0,1973.0,1151.0,847.0,993.0,1978.0,1996.0,1099.0,1080.0,1263.0,1949.0,1544.0,912.0,685.0,673.0,405.0,152.0,14-08-2019
35,Queen St (West),23.0,7.0,4.0,11.0,2.0,15.0,57.0,250.0,742.0,603.0,559.0,545.0,1184.0,1081.0,814.0,595.0,615.0,746.0,536.0,328.0,278.0,178.0,103.0,50.0,14-08-2019
36,Lygon St (East),22.0,8.0,6.0,11.0,8.0,6.0,16.0,44.0,124.0,75.0,100.0,205.0,341.0,298.0,209.0,159.0,173.0,212.0,217.0,216.0,163.0,188.0,111.0,29.0,14-08-2019
37,Alfred Place,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
38,Lonsdale St-Spring St (West),12.0,12.0,5.0,3.0,6.0,17.0,94.0,272.0,877.0,737.0,695.0,690.0,1207.0,1211.0,668.0,678.0,607.0,728.0,571.0,302.0,246.0,110.0,316.0,28.0,14-08-2019
39,Grattan St-Swanston St (West),25.0,4.0,3.0,2.0,1.0,12.0,47.0,160.0,548.0,657.0,729.0,869.0,1124.0,1076.0,1012.0,930.0,1034.0,1093.0,856.0,350.0,424.0,238.0,114.0,105.0,14-08-2019
40,Monash Rd-Swanston St (West),10.0,,,,,8.0,38.0,181.0,617.0,703.0,725.0,702.0,957.0,792.0,773.0,631.0,881.0,1021.0,850.0,457.0,359.0,233.0,107.0,105.0,14-08-2019
41,Tin Alley-Swanston St (West),10.0,3.0,,,1.0,3.0,24.0,69.0,235.0,240.0,231.0,228.0,280.0,279.0,264.0,226.0,258.0,341.0,310.0,167.0,112.0,110.0,63.0,44.0,14-08-2019
42,Little Collins St-Swanston St (East),92.0,56.0,21.0,23.0,13.0,47.0,178.0,494.0,1036.0,767.0,954.0,1039.0,2006.0,2150.0,1745.0,1576.0,1639.0,2096.0,1677.0,1217.0,1086.0,1081.0,581.0,260.0,14-08-2019
43,Flinders La-Swanston St (West),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
44,Pelham St (South),10.0,1.0,,,1.0,6.0,46.0,73.0,271.0,315.0,297.0,415.0,430.0,490.0,365.0,284.0,300.0,413.0,302.0,193.0,145.0,104.0,49.0,30.0,14-08-2019
45,Melbourne Central-Elizabeth St (East),95.0,76.0,32.0,34.0,36.0,104.0,194.0,607.0,909.0,907.0,890.0,1219.0,1934.0,2138.0,1735.0,1693.0,2021.0,2481.0,1768.0,1431.0,925.0,710.0,435.0,242.0,14-08-2019
46,QVM-Queen St (East),14.0,17.0,5.0,6.0,5.0,13.0,48.0,129.0,304.0,362.0,327.0,385.0,482.0,492.0,368.0,364.0,510.0,1202.0,1436.0,1345.0,1022.0,632.0,347.0,68.0,14-08-2019
47,QVM-Therry St (South),79.0,81.0,40.0,28.0,21.0,15.0,30.0,51.0,119.0,95.0,149.0,177.0,248.0,237.0,185.0,196.0,246.0,636.0,1023.0,1063.0,888.0,582.0,233.0,103.0,14-08-2019
48,Faraday St-Lygon St (West),16.0,2.0,3.0,7.0,8.0,4.0,27.0,105.0,180.0,227.0,243.0,323.0,526.0,456.0,364.0,368.0,361.0,455.0,604.0,479.0,401.0,263.0,166.0,56.0,14-08-2019
49,QVM-Franklin St (North),33.0,23.0,5.0,6.0,3.0,7.0,41.0,86.0,202.0,215.0,228.0,185.0,328.0,271.0,218.0,240.0,268.0,364.0,351.0,333.0,295.0,264.0,98.0,39.0,14-08-2019
50,Elizabeth St-Lonsdale St (South),40.0,37.0,14.0,6.0,7.0,49.0,54.0,236.0,717.0,607.0,463.0,554.0,998.0,1022.0,845.0,750.0,797.0,908.0,741.0,618.0,489.0,349.0,212.0,122.0,14-08-2019
51,Lincoln-Swanston (W),26.0,9.0,2.0,5.0,4.0,7.0,39.0,113.0,370.0,376.0,348.0,409.0,589.0,504.0,483.0,479.0,514.0,731.0,632.0,261.0,322.0,175.0,96.0,58.0,14-08-2019
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
53,Lonsdale St - Elizabeth St (North),37.0,18.0,16.0,3.0,9.0,24.0,81.0,154.0,427.0,419.0,377.0,374.0,750.0,797.0,576.0,602.0,653.0,884.0,622.0,490.0,372.0,283.0,158.0,68.0,14-08-2019
54,Bourke St Bridge,15.0,22.0,12.0,6.0,8.0,105.0,598.0,2241.0,4760.0,3369.0,1137.0,980.0,2337.0,1960.0,1142.0,1308.0,2881.0,4046.0,1641.0,625.0,380.0,143.0,140.0,55.0,14-08-2019
55,Bourke St - Spencer St (North),76.0,65.0,28.0,15.0,16.0,128.0,409.0,1170.0,2382.0,1779.0,1116.0,1181.0,1812.0,1821.0,1216.0,1339.0,2019.0,2564.0,1499.0,750.0,516.0,432.0,311.0,178.0,14-08-2019
56,RMIT Bld 80 - 445 Swanston Street,4.0,2.0,2.0,,2.0,2.0,15.0,103.0,488.0,370.0,737.0,508.0,803.0,656.0,728.0,502.0,577.0,377.0,38.0,40.0,18.0,26.0,11.0,13.0,14-08-2019
57,Flinders La-Swanston St (West) Temporary,58.0,51.0,18.0,9.0,46.0,165.0,490.0,1037.0,2091.0,1943.0,1985.0,2153.0,2801.0,3086.0,2973.0,3100.0,1624.0,4017.0,2882.0,1904.0,1606.0,1305.0,441.0,193.0,14-08-2019
58,RMIT Building 14,72.0,44.0,24.0,20.0,12.0,42.0,98.0,278.0,995.0,1046.0,1287.0,1162.0,1822.0,1589.0,1774.0,1403.0,1784.0,1908.0,1625.0,1136.0,932.0,571.0,361.0,159.0,14-08-2019
59,380 Elizabeth St,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
61,231 Bourke St,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
62,Royal Pde - Grattan St,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
63,Swanston St - City Square,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
64,State Library - New,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
65,Flinders Ln - Degraves St (South),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
66,Flinders Ln - Degraves St (North),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
67,Flinders Ln - Degraves St (Crossing),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,14-08-2019
76,Total,2890.0,1862.0,975.0,812.0,789.0,2966.0,10482.0,27687.0,57614.0,45094.0,36972.0,41348.0,67111.0,66880.0,53383.0,55497.0,64963.0,87855.0,63694.0,42372.0,32766.0,23914.0,15369.0,7087.0,14-08-2019
0,Bourke Street Mall (North),77.0,56.0,23.0,15.0,21.0,32.0,121.0,445.0,918.0,1091.0,1352.0,1994.0,3072.0,3513.0,3002.0,2993.0,3011.0,3643.0,2971.0,1872.0,1429.0,794.0,482.0,236.0,15-08-2019
1,Bourke Street Mall (South),33.0,24.0,11.0,7.0,5.0,12.0,66.0,258.0,580.0,702.0,1025.0,1545.0,2720.0,2952.0,2275.0,2146.0,2166.0,2369.0,1776.0,991.0,753.0,364.0,203.0,90.0,15-08-2019
2,Melbourne Central,249.0,119.0,41.0,38.0,14.0,90.0,164.0,394.0,795.0,752.0,1077.0,1530.0,2254.0,2356.0,2405.0,2175.0,2377.0,2816.0,2671.0,2163.0,2130.0,1986.0,1188.0,689.0,15-08-2019
3,Town Hall (West),85.0,36.0,28.0,23.0,31.0,83.0,300.0,525.0,1074.0,1199.0,1620.0,2147.0,3033.0,3465.0,2881.0,2888.0,2918.0,3547.0,2958.0,2188.0,1701.0,1328.0,630.0,393.0,15-08-2019
4,Princes Bridge,132.0,44.0,24.0,35.0,53.0,125.0,373.0,958.0,1881.0,1423.0,1483.0,1427.0,2078.0,2227.0,2043.0,1946.0,2235.0,3125.0,2225.0,1671.0,902.0,795.0,1765.0,372.0,15-08-2019
5,Flinders Street Station Underpass,166.0,55.0,32.0,47.0,39.0,248.0,1078.0,1980.0,3846.0,2298.0,1347.0,1343.0,2175.0,2170.0,1911.0,2399.0,3097.0,4825.0,2767.0,1524.0,1250.0,1199.0,789.0,505.0,15-08-2019
6,Birrarung Marr,10.0,10.0,1.0,1.0,9.0,38.0,113.0,354.0,585.0,264.0,193.0,135.0,312.0,323.0,199.0,228.0,263.0,561.0,319.0,129.0,68.0,30.0,29.0,34.0,15-08-2019
7,Webb Bridge,10.0,4.0,2.0,,4.0,35.0,87.0,304.0,444.0,264.0,160.0,199.0,670.0,619.0,276.0,231.0,349.0,537.0,319.0,125.0,98.0,64.0,46.0,25.0,15-08-2019
8,Southern Cross Station,12.0,3.0,1.0,1.0,11.0,80.0,554.0,2191.0,4292.0,2826.0,930.0,818.0,1553.0,1328.0,995.0,1333.0,2979.0,4131.0,1731.0,589.0,210.0,155.0,127.0,58.0,15-08-2019
9,Victoria Point,4.0,4.0,2.0,1.0,2.0,38.0,111.0,413.0,736.0,636.0,356.0,327.0,553.0,456.0,332.0,389.0,743.0,878.0,390.0,172.0,76.0,65.0,34.0,22.0,15-08-2019
10,Waterfront City,9.0,1.0,,,5.0,3.0,19.0,53.0,99.0,37.0,42.0,48.0,115.0,110.0,60.0,39.0,75.0,88.0,53.0,23.0,25.0,37.0,20.0,12.0,15-08-2019
11,New Quay,15.0,7.0,1.0,1.0,6.0,26.0,67.0,191.0,367.0,200.0,160.0,178.0,346.0,333.0,195.0,177.0,260.0,421.0,255.0,154.0,105.0,133.0,74.0,44.0,15-08-2019
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,15-08-2019
13,Sandridge Bridge,80.0,31.0,20.0,6.0,31.0,102.0,291.0,699.0,1494.0,764.0,444.0,489.0,735.0,676.0,595.0,854.0,1124.0,1882.0,946.0,526.0,389.0,370.0,280.0,208.0,15-08-2019
14,State Library,97.0,51.0,19.0,21.0,7.0,38.0,92.0,318.0,743.0,772.0,782.0,1083.0,1716.0,1916.0,1761.0,1875.0,1991.0,2262.0,1957.0,1379.0,1533.0,1168.0,676.0,264.0,15-08-2019
15,Collins St (North),39.0,22.0,29.0,10.0,10.0,33.0,194.0,516.0,985.0,983.0,1091.0,1363.0,2222.0,2136.0,1781.0,1572.0,1490.0,1576.0,1117.0,503.0,413.0,364.0,202.0,134.0,15-08-2019
16,Collins Place (South),19.0,25.0,8.0,4.0,4.0,74.0,266.0,848.0,2123.0,1509.0,1014.0,800.0,1540.0,1602.0,899.0,845.0,923.0,1419.0,954.0,420.0,383.0,296.0,223.0,97.0,15-08-2019
17,Collins Place (North),20.0,4.0,6.0,4.0,4.0,40.0,203.0,741.0,1630.0,1003.0,511.0,435.0,632.0,664.0,567.0,672.0,1087.0,1705.0,793.0,260.0,170.0,102.0,112.0,75.0,15-08-2019
18,Chinatown-Swanston St (North),83.0,44.0,28.0,26.0,26.0,9.0,40.0,101.0,208.0,190.0,360.0,534.0,1043.0,919.0,828.0,817.0,846.0,1022.0,1124.0,1035.0,860.0,732.0,597.0,280.0,15-08-2019
19,Chinatown-Lt Bourke St (South),100.0,54.0,19.0,20.0,17.0,10.0,37.0,107.0,239.0,201.0,327.0,474.0,976.0,974.0,681.0,631.0,674.0,863.0,1102.0,1017.0,825.0,670.0,568.0,669.0,15-08-2019
20,Bourke St-Russell St (West),158.0,90.0,61.0,74.0,43.0,79.0,93.0,205.0,401.0,403.0,562.0,762.0,1598.0,1592.0,1196.0,1069.0,1096.0,1349.0,1348.0,1113.0,1041.0,853.0,607.0,366.0,15-08-2019
21,Flinders St-Elizabeth St (East),278.0,99.0,73.0,95.0,79.0,190.0,790.0,1710.0,2944.0,2179.0,1924.0,2235.0,3323.0,3395.0,3206.0,3180.0,3636.0,4872.0,3557.0,2550.0,2122.0,1901.0,1430.0,868.0,15-08-2019
22,Spencer St-Collins St (South),46.0,21.0,9.0,13.0,1.0,61.0,261.0,653.0,1587.0,949.0,574.0,586.0,1076.0,1004.0,650.0,655.0,803.0,1120.0,640.0,317.0,241.0,214.0,167.0,89.0,15-08-2019
23,Spencer St-Collins St (North),119.0,47.0,30.0,22.0,20.0,389.0,1212.0,2328.0,4453.0,3095.0,1800.0,1743.0,2488.0,2627.0,2275.0,2855.0,4005.0,5096.0,2900.0,1460.0,1043.0,974.0,747.0,396.0,15-08-2019
24,Melbourne Convention Exhibition Centre,,,,,,,,,,,,,,,,,,,,,,,,,15-08-2019
25,QV Market-Elizabeth St (West),131.0,83.0,53.0,35.0,21.0,79.0,157.0,263.0,707.0,842.0,979.0,1171.0,1745.0,1718.0,1129.0,863.0,836.0,867.0,730.0,605.0,509.0,504.0,284.0,173.0,15-08-2019
26,QV Market-Peel St,21.0,9.0,3.0,8.0,1.0,9.0,30.0,89.0,216.0,168.0,212.0,279.0,296.0,323.0,264.0,218.0,211.0,245.0,224.0,109.0,109.0,115.0,69.0,37.0,15-08-2019
27,The Arts Centre,46.0,26.0,22.0,38.0,51.0,142.0,337.0,945.0,1829.0,1427.0,1581.0,1591.0,1974.0,1741.0,1668.0,1545.0,1714.0,2367.0,1712.0,1568.0,425.0,416.0,1394.0,198.0,15-08-2019
28,St Kilda Rd-Alexandra Gardens,22.0,3.0,4.0,7.0,7.0,29.0,97.0,237.0,366.0,352.0,343.0,563.0,684.0,602.0,675.0,626.0,587.0,727.0,368.0,202.0,123.0,125.0,165.0,46.0,15-08-2019
29,Lonsdale St (South),165.0,136.0,75.0,45.0,23.0,48.0,80.0,202.0,428.0,264.0,36.0,459.0,1050.0,1127.0,719.0,727.0,755.0,1023.0,1182.0,1020.0,900.0,834.0,646.0,342.0,15-08-2019
30,Lygon St (West),42.0,20.0,8.0,10.0,8.0,14.0,40.0,91.0,164.0,162.0,233.0,182.0,310.0,336.0,268.0,237.0,220.0,381.0,422.0,343.0,379.0,287.0,193.0,137.0,15-08-2019
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,15-08-2019
32,Flinders St-Spring St (West),8.0,1.0,4.0,,5.0,20.0,73.0,242.0,580.0,517.0,310.0,223.0,325.0,381.0,307.0,312.0,457.0,578.0,370.0,124.0,108.0,117.0,59.0,31.0,15-08-2019
33,Flinders St-Spark La,10.0,1.0,4.0,2.0,7.0,40.0,64.0,188.0,353.0,219.0,238.0,166.0,361.0,356.0,237.0,217.0,254.0,353.0,287.0,119.0,91.0,122.0,86.0,40.0,15-08-2019
34,Southbank,55.0,20.0,20.0,8.0,11.0,101.0,617.0,833.0,1622.0,1162.0,877.0,941.0,2040.0,2185.0,1303.0,1293.0,1489.0,2484.0,1747.0,1054.0,779.0,728.0,570.0,238.0,15-08-2019
35,Queen St (West),36.0,25.0,4.0,1.0,2.0,13.0,78.0,259.0,700.0,637.0,492.0,513.0,961.0,986.0,717.0,589.0,692.0,808.0,527.0,293.0,201.0,228.0,154.0,90.0,15-08-2019
36,Lygon St (East),9.0,8.0,1.0,12.0,7.0,4.0,19.0,46.0,105.0,126.0,108.0,129.0,299.0,334.0,172.0,173.0,201.0,235.0,265.0,189.0,207.0,135.0,81.0,42.0,15-08-2019
37,Alfred Place,,,,,,,,,,,,,,,,,,,,,,,,,15-08-2019
38,Lonsdale St-Spring St (West),9.0,19.0,5.0,5.0,13.0,36.0,92.0,285.0,834.0,629.0,553.0,606.0,972.0,945.0,624.0,483.0,477.0,748.0,558.0,420.0,248.0,167.0,323.0,51.0,15-08-2019
